lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
-65,-120,0.1195824521,29.3988372338,1.9156489124,25.6396229344,339.9949175459,2149.5504932475,2286.2150624028,21.0919925372
-65,-119,0.1873721733,28.621398954,1.9112585231,25.6462629281,339.0184146523,2149.1824993382,2285.7907596137,21.1895294736
-65,-118,0.2569511207,27.6139581751,1.9057158128,25.6458068686,338.144892246,2148.8360711828,2285.5101368535,21.2576220234
-65,-117,0.3251208241,26.4637752075,1.8988589899,25.6440931703,337.4255219642,2148.5500782269,2285.4050235101,21.3377084633
-65,-116,0.3871178749,25.2224968844,1.8916637582,25.6621759878,336.8778176217,2148.3418334688,2285.4729683065,21.4009915044
-65,-115,0.4446919739,23.9727177269,1.8840815211,25.6981296824,336.4794240681,2148.131864709,2285.6052759678,21.4112202525
-65,-114,0.4982749369,22.8267978301,1.8755198688,25.7320535419,336.2463385904,2147.8675361421,2285.7019920825,21.4126465271
-65,-113,0.5396908539,21.9152173569,1.8653778009,25.7604381007,336.2063783798,2147.5922478866,2285.6982990995,21.3730315765
-65,-112,0.5669468239,21.3474402354,1.8530702762,25.7831153423,336.3931840487,2147.3245277026,2285.5956362561,21.3357762943
-65,-111,0.5841874934,21.0519956428,1.8392046479,25.7960194563,336.7147178593,2147.0847841894,2285.4047034504,21.578731373
-65,-110,0.5957551852,20.9163679096,1.8245313267,25.7977896022,336.9958016285,2146.8848459297,2285.1170073559,21.7818139096
-65,-109,0.5991938809,20.8461317507,1.8093654738,25.7817966389,337.1910320334,2146.7184533992,2284.7339518611,22.0132670303
-65,-108,0.6037730544,20.7798297909,1.793982058,25.7453848313,337.2925958399,2146.5742854287,2284.2728656124,22.1799997439
-65,-107,0.6002050671,20.662749143,1.7787993314,25.6923378587,337.3294944741,2146.4777538245,2283.7893140998,22.244217068
-65,-106,0.5972407111,20.4211776845,1.7639510773,25.6297460967,337.3628637546,2146.3983524903,2283.266466329,22.3800018827
-65,-105,0.6024470262,19.9912070369,1.7490570346,25.5613944901,337.3913733791,2146.3187558012,2282.7282144007,22.4773479005
-65,-104,0.6079812916,19.416875229,1.7352266008,25.490408272,337.3887253229,2146.2675552226,2282.2764038628,22.6522611876
-65,-103,0.6202615081,18.7878407254,1.7230234214,25.415894803,337.2970079057,2146.2408447564,2281.9107434695,22.7457338125
-65,-102,0.6323025167,18.1647231873,1.7125675387,25.3374965183,337.1232162986,2146.3349124978,2281.6501945743,22.7893218547
-65,-101,0.6446474398,17.6906406799,1.7058357864,25.2701536909,336.8232495305,2146.5642709368,2281.5136284165,22.8701725304
-65,-100,0.650735003,17.4748658333,1.7029215292,25.2329084491,336.3604500617,2146.9094624222,2281.4926576322,22.9714603027
-65,-99,0.6487034461,17.4646138093,1.7019756623,25.2215684798,335.858573791,2147.4068290065,2281.5663750913,22.9709315648
-65,-98,0.6397625648,17.6173085068,1.7023363042,25.2335715882,335.4339121559,2148.0067164026,2281.7153763951,22.9315928519
-65,-97,0.6225296858,17.8766519775,1.7036276154,25.2687997258,335.110898298,2148.6038910829,2281.9214257908,22.9976675411
-65,-96,0.606745793,18.1160742767,1.704444748,25.315278181,334.8387862352,2149.2183394478,2282.1553779049,23.0489181479
-65,-95,0.5869905325,18.3389324838,1.7033484118,25.3728869477,334.5870428148,2149.8159779885,2282.4137632561,23.0194899191
-65,-94,0.566373408,18.6462980046,1.6997262645,25.4317155237,334.3330001097,2150.2836641205,2282.7020139197,23.0922204405
-65,-93,0.5604823859,19.0405013216,1.6939717354,25.4752362601,334.0931153073,2150.6414975811,2283.0275665511,23.151801606
-65,-92,0.5651306321,19.3912400756,1.6857006644,25.492258632,334.0169311056,2150.840642503,2283.394321826,23.2334526877
-65,-91,0.5816307237,19.7405053009,1.6757031917,25.4886348868,334.1375813283,2150.8888213265,2283.7534307957,23.2395019382
-65,-90,0.6088440132,20.1476615992,1.6651161839,25.4617053896,334.536067832,2150.7660299278,2284.0792794292,23.1930287828
-65,-89,0.636887657,20.5756937973,1.654571507,25.4034581837,335.3222707496,2150.5499838472,2284.4286730357,23.2176834742
-65,-88,0.6583237887,21.0888807592,1.6454773858,25.3386015757,336.4428783346,2150.4183530592,2284.8213388516,23.313335677
-65,-87,0.6666772166,21.7060132871,1.6384411573,25.2593646357,337.8391454927,2150.3810602226,2285.2151048769,23.4964061479
-65,-86,0.6578524395,22.3843318405,1.6346823798,25.1638766673,339.392561651,2150.5154979427,2285.6008864575,23.6552935292
-65,-85,0.6343782022,23.1454277179,1.6340963306,25.0627909952,340.9050602987,2150.8024549644,2285.9456608368,23.6625822137
-65,-84,0.600040644,23.9661170837,1.6370627945,24.9446096603,342.2260807329,2151.1231771761,2286.1811002022,23.7457813621
-65,-83,0.5577071631,24.8214109773,1.6441505256,24.817156655,343.29076083,2151.5113076963,2286.3898903473,23.8401001443
-65,-82,0.5083241187,25.7865910224,1.653844579,24.6834505737,344.1288792009,2151.9788022554,2286.6362428931,23.8883037021
-65,-81,0.4503076272,26.876393362,1.6668481122,24.5600426107,344.7135332846,2152.5248966506,2286.9974820669,23.7309978008
-65,-80,0.3913942903,28.0586150176,1.6833841519,24.4777107582,344.9467809733,2153.1924920024,2287.5346501081,23.6795863559
-65,-79,0.3304724463,29.3972353823,1.7010544247,24.4407079031,344.8204036674,2153.9880886089,2288.1875718104,23.6373365074
-65,-78,0.2629661171,30.9111613608,1.7167818057,24.4370237332,344.4538262431,2154.9101231971,2288.9296387494,23.5479317655
-65,-77,0.1889972024,32.6328469942,1.7270233326,24.4358626571,344.0535662285,2155.9579205858,2289.7912632014,23.2473919094
-65,-76,0.0985811266,34.5059735304,1.7300691797,24.4075254745,343.7947970353,2157.1970939269,2290.7900693666,23.2989052882
-65,-75,-0.0048137344,36.3777968453,1.7257286828,24.3579838017,343.7920276747,2158.6489269448,2291.978055762,23.2276074539
-65,-74,-0.1047652028,38.1841818211,1.7137496309,24.3013537486,344.1036895592,2160.4172318868,2293.5329423046,23.08594277
-65,-73,-0.2069450821,39.9606435472,1.6941821573,24.2439986678,344.7306120562,2162.7482015437,2295.5295303899,22.8520729442
-65,-72,-0.3065896524,41.8055143451,1.6687787036,24.1717355685,345.6266426108,2165.6657492316,2297.8950824132,22.614315475
-65,-71,-0.3954663266,43.8892339454,1.6410700962,24.0697094585,346.7234629404,2168.7156955272,2300.16790354,22.4323088775
-65,-70,-0.4853902815,46.4497121641,1.6160905034,23.9436674348,347.9900560502,2170.3894388719,2301.2872308208,22.3386693249
-65,-69,-0.5723004397,49.7077757187,1.5978927507,23.8066450821,349.393086733,2170.2896492334,2301.0231018099,22.0392551124
-65,-68,-0.6642186551,53.3433908073,1.5902049563,23.7549350862,350.9319473826,2170.0099714147,2300.4939639544,21.4839128703
-65,-67,-0.738023238,56.9817025007,1.5913979661,23.7134459275,351.6594214837,2169.7423356085,2300.4780202434,20.7265319427
-65,-56,-1.2900607027,70.1260534659,1.6529995218,24.6899253029,326.1455443671,2191.0180360018,2316.7809002295,17.4508705139
-65,-55,-1.2049328567,69.7220588213,1.6115845192,24.44103791,336.9176033412,2181.6480199498,2313.2105754991,24.4742231369
-65,-54,-1.4254841778,70.5437459217,1.6359266078,25.270144437,330.8746368601,2185.2429774893,2311.9978238302,21.6354897817
-65,-53,-1.4108963945,71.4215289474,1.6405902587,25.4644294166,331.089144381,2181.9532558782,2309.8529725906,23.6161499023
-65,-52,-1.2093294214,71.5697249111,1.5860568319,24.6859993628,338.6688252546,2172.2520977665,2307.3441833777,29.2821195126
-65,-51,-1.2040509597,73.7103154968,1.583263812,24.8380624124,338.5288602553,2169.9983871294,2305.9454942591,26.7400593758
-65,-50,-1.1868296314,75.8128749885,1.5840609786,24.9821942993,338.6318275647,2168.2056934442,2305.016762825,26.481928587
-65,-49,-1.1546916316,77.5637151476,1.5880787058,25.0812106812,338.9691182041,2166.6952714524,2304.4561150584,24.9533517361
-65,-48,-1.1026009804,78.5628988391,1.5957857574,25.1027959383,339.4940954362,2165.3622492105,2304.2175738932,23.5855813026
-65,-47,-1.0422299236,78.7558448895,1.6075685794,25.0480842316,340.2054350692,2163.9798705618,2304.1866379453,23.4015581608
-65,-46,-1.1601796604,75.5695494213,1.6953778317,24.6932661941,337.2806116171,2168.9491089975,2306.7475387957,19.714525795
-65,-45,-1.136834437,72.8962049724,1.6516240643,24.8233333862,338.2489171743,2171.2792839385,2309.3443249784,24.1864401499
-65,-44,-1.0966375582,72.1133672585,1.6546861969,24.8645459985,339.719118403,2170.2307511184,2309.5402047171,21.9954998493
-65,-43,-1.0669973893,71.2323912083,1.658282009,24.8056539875,341.2302519204,2169.5862816184,2309.9614946619,21.4759938717
-65,-42,-1.0456831373,70.3308440245,1.6631086888,24.6415052338,342.6836474156,2169.2641164272,2310.6028230736,21.7611838977
-65,-41,-1.0308185209,69.4456599255,1.6720662511,24.3975565987,343.8233315245,2169.1661058174,2311.2152631761,22.1373940309
-65,-40,-1.0186807443,68.6303328571,1.6849814887,24.1065504553,344.562228938,2169.2006811298,2311.6391854134,22.2688175042
-65,-39,-1.0072559062,68.0697356164,1.7017675908,23.8189634246,344.9018008079,2169.4385851262,2311.9423955259,22.6494210164
-65,-38,-0.9959163477,67.8522981939,1.7221113135,23.5854513601,344.9581330324,2169.938726199,2312.2428378436,22.6388460398
-65,-37,-0.9816394434,67.9530603633,1.7456259843,23.4497986153,344.9323227371,2170.5511630662,2312.501541298,22.3592793147
-65,-36,-0.9594831853,68.2011057199,1.7706250564,23.4169688338,344.8976386151,2171.1550777826,2312.7019436554,23.2056390842
-65,-35,-1.0815840229,67.1709348094,1.7787649189,23.2254286465,345.2381349456,2175.2720123761,2314.9538840276,20.5591293999
-65,-34,-1.0826400049,67.306743333,1.7979404549,23.3590760573,345.452188148,2175.3570786303,2314.8375255369,19.8936922337
-65,-33,-1.0762610232,67.4232085769,1.8177807278,23.5590329211,345.6792463166,2175.4277538122,2314.5824760752,20.0503211021
-65,-32,-1.0688520829,67.492860807,1.8366864207,23.7643718005,345.8888280566,2175.5500102411,2314.2606110948,19.715100663
-65,-31,-1.0636683594,67.5445423841,1.8531729401,23.9526336903,346.0683782466,2175.636536129,2313.9282830527,19.469750217
-65,-30,-1.0554134951,67.6026255123,1.8649455837,24.1024078405,346.2266282747,2175.6272596744,2313.4579811075,20.364880664
-65,-29,-1.0420924737,67.7182643083,1.8710849016,24.1978140582,346.351942809,2175.5342742358,2312.8334808493,20.7657590764
-65,-28,-1.0229531022,67.891052048,1.8690374403,24.2631088961,346.4070446998,2175.5456761764,2312.2412269996,20.4299634184
-65,-27,-0.989838157,68.1026717497,1.8577271679,24.3053220419,346.348360462,2175.6238016692,2311.6813373109,20.2463599188
-65,-26,-0.9514048554,68.3629247293,1.8402052227,24.3465951697,346.1170722635,2175.7872247885,2311.2077240868,20.7336622051
-65,-25,-0.9215969435,68.614837096,1.8197788255,24.4110034336,345.6962254615,2176.0736190427,2310.8453535993,20.2765225513
-65,-24,-0.8961310127,68.8181511236,1.8011601358,24.4883027088,345.1056226287,2176.4461148896,2310.5601497728,20.7564515471
-65,-23,-0.8746404443,68.9489723934,1.7887996432,24.5657336864,344.3775677374,2176.8559544685,2310.401987631,20.4311787486
-65,-22,-0.8641402082,68.9329808462,1.7832737701,24.640723161,343.6314635146,2177.2383115661,2310.3742355456,20.6345884204
-65,-21,-0.863082307,68.7574772951,1.7845382652,24.7038933325,342.9357193386,2177.5296933499,2310.4250725133,20.277238386
-65,-20,-0.8634633452,68.3956574479,1.7919557712,24.7483351371,342.3505154772,2177.7392362243,2310.5617643972,20.3910176882
-65,-19,-0.8681147026,67.8403497281,1.8040806894,24.7760233796,341.8574956451,2177.8811407065,2310.7844887297,20.5276712051
-65,-18,-0.8712865873,67.1234455987,1.8184832223,24.7877316523,341.3715041862,2178.0720975451,2311.1217139748,21.0518590552
-65,-17,-0.8657114788,66.1948116181,1.8315851959,24.7911084379,340.8966993281,2178.4885149999,2311.5693059617,21.0641369309
-65,-16,-0.855765384,65.0644847902,1.8403279105,24.7905274111,340.3960540978,2179.185885171,2312.0490587993,20.7501320243
-65,-15,-0.8415177418,63.7431764809,1.8432499043,24.78724393,339.8573025866,2180.1802011559,2312.4951299612,20.7626912253
-65,-14,-0.819728904,62.2723433961,1.8416210319,24.7762328155,339.2845454717,2181.3611554253,2312.8411473443,21.781424599
-65,-13,-0.7930837464,60.6842441006,1.8368627351,24.7465740821,338.7133031686,2182.5034325872,2313.0275689878,22.2067710928
-65,-12,-0.7633744582,59.1247401068,1.8301620626,24.7108956684,338.2428481586,2183.3483771663,2312.9639828547,22.004488102
-65,-11,-0.7285037884,57.8238491015,1.8230813625,24.6766745296,337.9668219542,2183.8713144318,2312.7652472212,22.1219644887
-65,-10,-0.6911030693,56.8301703798,1.8156857719,24.6442427655,337.924191243,2184.0848515184,2312.5346199064,21.5051102127
-65,-9,-0.6547179048,56.193450165,1.8074047497,24.6171699804,338.0993664701,2183.9996435874,2312.323446185,21.6525376184
-65,-8,-0.6217135975,55.9587849806,1.7967661291,24.6026984832,338.4556061706,2183.7892944277,2312.2364883032,22.0189908913
-65,-7,-0.5945691246,56.1104740697,1.7828842863,24.613904108,338.9327863974,2183.5319240745,2312.3386307447,23.3186558315
-65,-6,-0.5676175589,56.5232419706,1.766745251,24.6614164208,339.4071953546,2183.1618174544,2312.5716476403,23.1812859092
-65,-5,-0.5386351611,57.0020276246,1.7501705691,24.7520690804,339.77540406,2182.6941015482,2312.8229819474,22.5910922885
-65,-4,-0.5175657632,57.4053227917,1.7350231823,24.8855622672,340.0089059049,2182.3930412903,2313.2525273282,22.384076408
-65,-3,-0.4976395198,57.6261777089,1.7237452482,25.0404548009,340.1433088568,2182.2404560428,2313.8341438236,22.4310200044
-65,-2,-0.6399671493,58.4818193483,1.7292516557,25.3809935141,337.9431048735,2185.4505011303,2315.8796094279,19.8666219544
-65,-1,-0.6149974665,58.1601827908,1.7219365872,25.4524422149,338.4957329495,2185.1981986654,2316.414202878,19.6952461954
-65,0,-0.5932396433,57.618453414,1.7167939465,25.4685107111,339.3499834057,2184.7565552794,2316.885376723,19.7138294876
-65,1,-0.5763372576,57.0278057384,1.7142168641,25.4481843568,340.4424185428,2184.1454364417,2317.2514456669,19.8352210261
-65,2,-0.5617890261,56.5655104505,1.7157895028,25.4195951048,341.6268163514,2183.5397678133,2317.6039579682,20.0390928276
-65,3,-0.5508482728,56.3642316211,1.721545198,25.3856202972,342.7755352713,2182.9906845175,2317.9607124896,19.80373713
-65,4,-0.5402796532,56.4910454834,1.7319919739,25.3488371006,343.8033015354,2182.5010100624,2318.3199222869,19.3919477575
-65,5,-0.5298654503,56.9147729748,1.7476947931,25.3144709317,344.6687820396,2181.9528483972,2318.5719741237,19.0285765901
-65,6,-0.5257053933,57.4596693457,1.7678910357,25.2840283388,345.3381030003,2181.2639029635,2318.6361721767,18.7686395086
-65,7,-0.5276576416,57.9279922743,1.7901400724,25.2698847588,345.8261380844,2180.5036291753,2318.5399899904,19.297219269
-65,8,-0.3568804408,58.3122538276,1.8277010232,25.3941065925,346.2167919332,2175.5903368115,2316.4447447052,22.5525893995
-65,9,-0.3620662726,58.3880811004,1.8472630223,25.4755790688,346.2498572205,2174.7735797693,2316.0407506955,22.6099056346
-65,10,-0.3660181256,58.1733140509,1.8618014234,25.6073041939,345.9834026691,2174.1565691256,2315.5928395133,23.1359022089
-65,11,-0.3762942258,57.6782314047,1.8705220833,25.7801794708,345.3883842462,2173.7885704483,2315.0888305503,23.3830059086
-65,12,-0.3886720855,56.9725822514,1.8734746676,25.9722873642,344.4439909519,2173.7674769984,2314.56237997,23.4846155473
-65,13,-0.4116958844,56.1304007697,1.8714289801,26.1561935084,343.2210839424,2174.0761435577,2314.0515926717,24.3480269057
-65,14,-0.4414448621,55.2346406881,1.8649630674,26.3103449438,341.8665910143,2174.4233365885,2313.4811990335,24.0517253109
-65,15,-0.4659811262,54.3729850301,1.8540706074,26.4206935511,340.5289357497,2174.5766156181,2312.750026733,24.101343504
-65,16,-0.48968058,53.6399318171,1.8390650627,26.4867594385,339.3717230634,2174.3549784144,2311.7712446728,24.5720800161
-65,17,-0.5129025926,53.1263376112,1.8230485281,26.522054352,338.4654366825,2173.6750282165,2310.5068389112,24.9891891224
-65,18,-0.5341022053,52.8676889691,1.8064446058,26.5435201885,337.8475852787,2172.5640908209,2308.9872727401,25.112479542
-65,19,-0.5552344629,52.877066194,1.7877844148,26.5549871782,337.5547499752,2171.0427589006,2307.2418135192,25.0753444263
-65,20,-0.5734626714,53.1139109487,1.7682931379,26.5234903523,337.5502091596,2169.271134871,2305.3910986101,24.9447239893
-65,21,-0.5952995345,53.5146149315,1.7484413035,26.4281940672,337.8128463833,2167.4609817403,2303.5799857161,25.2823784351
-65,22,-0.6183821907,54.0268884875,1.7321662864,26.2857887745,338.2728133555,2165.859618684,2301.9818727842,24.6150613342
-65,23,-0.6387706115,54.5983176678,1.7233926068,26.1186439679,338.8335111276,2164.7550692106,2300.7632323399,24.9445649811
-65,24,-0.6578909255,55.1439524317,1.7213302235,25.951660081,339.4564407597,2164.1139164617,2299.8718851189,25.0032148787
-65,25,-0.6660721528,55.5679859959,1.7236303605,25.8049492542,340.1381190948,2163.8294272145,2299.2483387114,24.5723588637
-65,26,-0.6603059772,55.7962469332,1.7271556662,25.6922539018,340.8791938853,2163.9071814336,2298.8973461648,24.4774734633
-65,27,-0.6533450754,55.7494600672,1.7294990415,25.620874123,341.6771203511,2164.2028166808,2298.7246833843,24.7239059125
-65,28,-0.6464797722,55.4763626845,1.7297266951,25.5938378672,342.4593933885,2164.5425646926,2298.6531794706,23.910583445
-65,29,-0.6311867045,55.0860261616,1.7281600824,25.612813614,343.2278342608,2164.8719497217,2298.6751261033,23.899942347
-65,30,-0.610913772,54.7170316395,1.7257889639,25.6784922725,344.0289201613,2165.2589922915,2298.8390410247,25.0324263743
-65,31,-0.7464125727,54.3289746799,1.7279221155,25.7340669906,344.6106555669,2168.4282294323,2300.8937597693,22.6362697957
-65,32,-0.7213190412,54.1841443674,1.7275262673,25.8732740017,345.2720405799,2169.172452953,2301.3037179082,22.7011273354
-65,33,-0.6960806402,53.9613263025,1.7264706463,26.0208362624,345.9637525011,2169.5824455523,2301.4372803256,22.6842014119
-65,34,-0.6735182744,53.5474137451,1.7224781375,26.1505133931,346.62140831,2169.5095703009,2301.1363815139,22.6652822718
-65,35,-0.6565187869,52.9495367533,1.7150998515,26.2522572524,347.0355837512,2169.2376055596,2300.5267915324,22.8347778716
-65,36,-0.4754333148,52.1421707812,1.6987340104,26.4485675682,347.6752805651,2165.4243068278,2297.4980195845,26.3731743353
-65,37,-0.6249269567,51.8330211764,1.7043709111,26.4185821342,346.8972900699,2168.9688350956,2299.1310285157,22.9167186853
-65,38,-0.6113354313,51.4908292671,1.7063290546,26.4862115757,346.4701560585,2169.2423381869,2298.5942565725,23.0348406747
-65,39,-0.6027338421,51.2996949543,1.7133236962,26.5443499527,345.91641666,2169.7104765092,2298.1285108362,23.2447379697
-65,40,-0.6019182276,51.2443954403,1.7244143783,26.5963196238,345.30006805,2170.4006690541,2297.7872974126,22.9119319282
-65,41,-0.6097920171,51.2693222711,1.7379284599,26.626272517,344.6150368966,2171.145191412,2297.4450657324,22.6888048388
-65,42,-0.6282250101,51.3066242175,1.7524771796,26.6161545809,343.8381498071,2171.7930273022,2296.9598804799,22.2762826458
-65,43,-0.6589354286,51.3489508646,1.7653801618,26.5758817758,343.0185439199,2172.4420747502,2296.5229478778,22.2417145967
-65,44,-0.7021198651,51.4510242642,1.7733507375,26.5171244305,342.2596400574,2173.0472093337,2296.2307759509,21.9957689643
-65,45,-0.7566135058,51.6796623008,1.774809963,26.4601613995,341.6857139041,2173.7139692917,2296.2218019781,22.4662749916
-65,46,-0.814112197,51.8313517583,1.7719376765,26.4085340528,341.377803463,2174.402726045,2296.4316427488,22.9676131457
-65,47,-0.8722161083,51.6591593028,1.767719862,26.3580554821,341.3769637871,2174.8985667843,2296.6722062107,22.0086654425
-65,48,-0.9249975444,51.2616661165,1.7626704913,26.3447957221,341.7454246784,2175.3343469511,2297.0836693646,21.5986793675
-65,49,-0.8538101486,50.5120391712,1.7463213915,26.492530747,341.9890302548,2174.1279720111,2296.4819973786,24.365915622
-65,50,-0.7813691708,50.7971861424,1.7607440506,26.4483829508,342.7103700005,2172.2466272248,2295.6940928394,28.782820185
-65,51,-0.7401069402,51.1988031919,1.7435273059,26.7790983997,344.033035572,2173.6620429039,2297.8762200804,23.5108598709
-65,52,-0.5095689957,50.2819724254,1.7641190115,26.2717564467,344.3690869773,2169.5159942592,2296.1155633813,28.9403247833
-65,53,-0.6777136548,50.2785280008,1.7550235556,26.7160628769,343.3846863273,2174.835687681,2299.2701291079,23.8690649986
-65,56,-0.6538405326,43.6042247559,1.6818623766,25.4922855462,345.0421368935,2160.9086622245,2288.8861126376,34.2256763458
-65,57,-0.5302570383,43.2409170665,1.6947198663,25.6282230439,343.507443381,2162.6223824383,2290.3718291594,34.9532152176
-65,58,-0.6484834434,43.913365589,1.7114202805,26.261622557,341.7459601834,2166.658537423,2292.9070447702,31.6650291284
-65,59,-0.6021306584,44.56113356,1.7224488809,26.360990599,341.1895230365,2167.5872297683,2294.0589796606,30.3156529665
-65,60,-0.5855067435,45.4287177478,1.7306277115,26.4641149344,341.1479225277,2168.0832724446,2294.8904622815,29.211835146
-65,61,-0.3608658126,46.0928142389,1.7334352769,26.2454526194,342.4099177107,2165.4918463253,2294.4938622772,36.2377389908
-65,62,-0.3690600675,46.9504323226,1.7405154778,26.3967944699,343.099007533,2165.0453162431,2294.6039288953,35.7718793869
-65,63,-0.3736662803,47.6406100855,1.747865319,26.5426174145,343.8350452726,2164.1627477017,2294.1982018548,35.5976722717
-65,64,-0.4039687527,48.1873221069,1.7557313051,26.6880787818,344.4917803822,2162.9444709306,2293.2376452959,35.2240427017
-65,65,-0.4542231138,48.6470064227,1.7644815421,26.848182663,344.9726447722,2161.5899657815,2292.0619979844,36.2321020126
-65,66,-0.4821440261,49.0471844623,1.7743402605,27.0317926063,345.1524356076,2160.0545653147,2290.9233847436,36.0635057449
-65,67,-0.4948896923,49.3144926194,1.7841493035,27.2247387617,344.9869771661,2158.7613835621,2289.8552067017,36.8197128296
-65,68,-0.4877334923,49.1935719337,1.7901519417,27.3612468503,344.5668348702,2157.8653878213,2288.9011022196,36.5529331207
-65,69,-0.4581919013,48.2494938423,1.7855687035,27.3125075515,344.112468815,2157.1515243587,2288.4226835105,35.7783449173
-65,70,-0.3996799525,46.229649855,1.7664845163,27.0233436086,343.8558928506,2156.5587911635,2288.313632475,35.1895540237
-65,71,-0.3167677229,44.0192050958,1.7459689097,26.7368367642,344.0899951464,2155.3767882887,2287.9798609972,34.3474147797
-65,72,-0.2264826025,42.3699601599,1.7364352516,26.6069092046,344.727562963,2153.4283454338,2287.2199145992,34.4010360718
-65,73,-0.1620567682,40.9130323892,1.731827718,26.512716976,345.3543204086,2151.1322226049,2286.0884513703,33.8368864059
-65,74,-0.1313610201,39.3389077129,1.7249880678,26.3651756412,345.8235023165,2148.8141980171,2284.7205226009,33.7273586273
-65,75,-0.1206654437,37.6356827133,1.7153247037,26.1094333071,346.2117398876,2146.7316442714,2283.3089160437,33.7055017471
-65,76,-0.1308397421,35.916660583,1.7045049705,25.7177589452,346.6855744169,2145.1135011382,2282.0704654262,32.7641019821
-65,77,-0.4139246317,32.3106000979,1.675063276,25.1766727742,345.2359486307,2147.6707745059,2282.8222888159,27.7794032892
-65,78,-0.4592548434,30.689766575,1.6703740152,24.6284017681,345.7308460013,2147.3124460483,2282.2169502533,27.246803085
-65,79,-0.2793292431,32.0460069815,1.6735147411,24.1161236191,348.7072005226,2143.5556838489,2279.9936278955,32.4382780075
-65,80,-0.3525629991,31.9269917023,1.6643964327,23.809130819,349.1736123439,2143.6599702631,2279.6102051638,31.339831543
-65,81,-0.3386147549,30.2561157962,1.6275030858,23.8820175094,345.2587881059,2140.8636364697,2276.0308436135,28.1212565899
-65,82,-0.4105857972,32.0821659966,1.6215219538,23.8721459165,346.2692645115,2140.3484827619,2275.4806242376,28.5409407616
-65,83,-0.4635761523,33.7818936738,1.6091803244,23.7815355294,347.6272693459,2140.3277021102,2275.7156160643,26.954813242
-65,84,-0.5021463624,35.4869998761,1.5941487986,23.6445745153,349.257060939,2140.5753862292,2276.4012503507,27.251475811
-65,85,-0.5345013279,37.8370617361,1.5826310342,23.5006502958,351.0224951716,2140.9115737903,2277.300610411,27.4284377098
-65,86,-0.6020490108,39.9495964758,1.5840579196,23.149631776,352.7634751313,2141.0821656525,2277.8767403037,26.2699685097
-65,87,-0.6339152976,42.014104794,1.6140589313,22.9303461915,354.141160768,2140.4182876889,2277.4493242139,25.9524435997
-65,88,-0.6140579409,44.2727073997,1.6659206785,23.0090612189,354.9091042201,2139.5974334952,2276.7748869106,25.3490130901
-65,89,-0.6329470273,45.6607413911,1.7154367557,23.101843566,354.9281720098,2139.2277823513,2276.2176768524,24.6759943962
-65,90,-0.6924514838,46.5297905609,1.7500239993,23.3158026049,354.35701163,2139.0303767085,2275.5178547224,25.6135754585
-65,91,-0.7791493473,47.221428848,1.7660923611,23.6274840511,353.4921606575,2139.4031696532,2275.2138312218,26.3813214302
-65,92,-0.876150118,48.003374407,1.7672181857,23.9111619925,352.5581788757,2140.1930272929,2275.2130571299,25.9078931808
-65,93,-0.9824047596,48.8643315939,1.7642454535,24.1660627031,351.695271498,2141.8333972152,2276.0482206136,25.0458390713
-65,94,-1.0943412402,49.7565634899,1.7661001176,24.5136009632,351.0002783565,2143.9886917371,2277.449977313,25.8693728447
-65,99,-1.2268813641,49.1380853775,1.4986150511,24.4208408273,350.9163891047,2150.7126299207,2282.1376380471,15.5490379333
-65,106,-0.9820147634,48.1083805277,1.8729864746,27.0016945044,347.6479047504,2160.8686826004,2288.8970637687,20.0665607452
-65,107,-0.8420713966,50.9453104312,1.8642913657,26.7651643049,345.1500606311,2160.9221132872,2287.4612802176,29.2926952839
-65,108,-0.7947974406,53.4323945866,1.8458611615,26.7828478201,344.4612951836,2163.3732542079,2289.1324970683,27.6351051331
-65,109,-0.7275031005,52.7915455223,1.8190775823,26.549474698,341.7312784465,2164.2747422213,2289.7792762977,26.0349891663
-65,110,-0.8439104293,54.25032553,1.8391660309,26.6311842762,340.5895249034,2166.2806489428,2291.0151022305,25.8963899612
-65,111,-0.8937933783,53.319782004,1.8567770079,26.5075799501,339.9831779709,2166.0574314579,2290.8762493715,26.1071362495
-65,115,-0.1049527824,41.1590385465,1.7737423934,26.4340190574,343.0568988441,2157.9958713599,2287.0749570582,16.1643381119
-65,116,-0.2057313031,42.0331040851,1.7709477349,26.5446236021,342.7661663539,2155.7075664742,2285.6372557931,16.4804525375
-65,117,-0.278748925,43.1887468238,1.7741089977,26.6776643375,342.5862557504,2153.7375776725,2284.5563878854,17.9114437103
-65,118,-0.5656804619,48.288463758,1.7682576105,26.5427347556,339.1923181098,2161.45033649,2290.7481784205,17.2807041804
-65,119,-0.3432665129,49.4690038532,1.7694089794,26.5618824775,338.6470196939,2157.3746400415,2288.7483804145,23.8536431789
-65,120,-0.300925928,49.8449369032,1.7675037307,26.6126511725,338.4196609006,2156.3888689331,2288.7648004007,24.7051916122
-65,121,-0.2584247552,50.0410713277,1.7600698037,26.5885694768,338.1981412854,2155.6854797818,2289.0439958778,24.4860093594
-65,122,-0.2025869381,50.1211867444,1.7495246456,26.4746342219,337.8123394072,2155.2793357021,2289.5101773215,24.5457420349
-65,123,-0.0802903214,50.4903287575,1.7451099284,26.2429512509,336.8847982989,2155.7195242134,2290.6810547077,25.2671022415
