Gephyrocapsa huxleyi HET,lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
0,-63,5,0.7092142572,101.5319906237,2.2830085249,32.6199332734,202.7412499821,2254.8864041369,2346.582311948,2.3294036526491312e-05
0,-56,19,-0.0924321093,87.0490150827,2.1170518264,31.6556913506,257.5026303421,2232.823737717,2337.5314647816,0.0001973307
0,-66,-163,0.4304383297,92.3423484997,2.2481259339,32.1038109577,222.7411559804,2241.4330851795,2336.1461142275,0.0002294814
0,-75,-137,-1.3817100525,87.4411926232,2.4894909859,26.2237205431,315.957611084,2169.9719588613,2299.7063293396,0.2765680787
0,-59,-26,0.3403412926,91.4096949621,2.2247842367,32.8545355659,223.7297691899,2244.1492011985,2338.4843892127,0.0105818458
0,-66,176,0.8263718148,79.271244022,2.1706069913,31.910176767,221.2659506751,2240.5329616472,2332.7129122417,0.0002733695
0,-70,-176,0.5920778305,80.8142690511,2.2148357728,33.2727045014,202.554579046,2241.3530661527,2341.9116000172,4.979708719674076e-06
0,-65,145,0.3407421235,81.4829067283,2.1753048171,31.3975387728,234.9359827198,2238.4431934418,2329.5409617929,0.0019845029
0,-61,-41,-0.7181710872,86.6902406317,2.1187390358,29.635120192,285.3590121471,2222.016016014,2333.0696028516,0.0219784068
0,-64,71,0.2589201979,78.6420019306,2.3678329044,34.3554052779,191.9745799802,2255.6895266821,2326.1758280847,6.21483577940974e-05
0,-64,-39,-1.4960799268,91.1920575511,1.9910531614,30.6087540862,270.9476351534,2228.4793751681,2336.3830375229,0.0002611858
0,-59,-15,-0.1567003757,85.9008378141,1.988207831,32.2073262079,256.3090350316,2234.0827002119,2326.9612459953,0.0043923709
0,-62,40,1.3006538079,85.0276175716,2.2444884838,33.1367590923,199.4263134358,2254.1358191412,2335.0724503129,2.138151409684103e-06
0,-68,174,0.9260646282,86.8958684916,2.1623257306,33.003540679,207.9807565389,2248.4896217352,2341.6262721384,0.0002815173
0,-74,-128,-1.971129,83.0416313112,2.12925515,29.0726106619,283.2345678806,2209.8754825824,2307.8001372544,0.0007877538
0,-69,-46,-1.7397496645,83.7665138847,1.7445941499,25.7478607027,325.2728135675,2164.1318182177,2300.9144980212,26.1540029205
0,-69,-48,-0.441741017,85.658568444,2.1912310655,29.1871680308,252.0930962052,2228.101927695,2345.9442102549,1.315418582614038e-06
0,-66,19,0.7565721141,101.4871408051,2.1778907934,32.7878838137,213.3325565112,2246.1646786841,2345.5630281768,4.359262936543318e-05
0,-58,-27,-0.0441293855,96.9788411213,2.1525740068,30.9688305744,254.1848684714,2247.1519756142,2335.5868667553,7.428265944705239e-06
0,-61,-10,-0.1536457263,99.7676177305,2.1858261056,32.3885467259,215.7185588667,2256.9059775593,2342.3074025559,0.000344033
0,-70,-80,-0.0368692312,79.7027229764,2.3629111353,34.7666844777,252.7696950465,2218.5647244353,2328.3100584496,7.464844769620584e-05
0,-60,-150,1.3046520967,84.8226566117,2.2799520449,33.2808530372,210.8564424123,2216.8749229395,2325.6741972122,0.0001295099
0,-71,-88,-0.2308012199,93.343392908,2.3234259697,31.8868454484,234.1870077743,2239.2281710392,2325.2734475695,0.0085945469
0,-64,-39,-0.2818962321,102.4141120259,2.2921152403,32.7745980669,225.573372689,2253.6963991176,2348.9010326755,0.002254892
0,-65,169,0.410774617,92.1270940897,2.2595711472,32.8567727007,201.218634125,2230.2378096538,2328.9381070223,0.0003205004
0,-65,-74,0.6548381279,82.4361411771,2.2881955423,33.7378707287,210.1873548527,2215.0656346995,2306.3302196966,0.0073285326
0,-63,74,0.4497397964,75.2466426866,2.3953350114,34.4703171632,202.0574007239,2249.4307337382,2321.8463311272,0.0001782044
0,-66,38,0.200619495,81.4460490814,2.1607070058,32.5945707269,260.1586956647,2222.1515782579,2341.9151033953,1.2613215301200797e-06
0,-61,80,1.5137800679,82.7969321429,2.2674224867,33.0816352277,225.8006551206,2240.8710171874,2331.7720616362,0.0001734546
0,-61,131,1.4804299312,68.1788607793,2.4113117611,33.2774650876,199.2072613854,2236.180890942,2316.0867368305,0.0001490181
0,-61,116,1.6961850264,74.0069162789,2.2548696315,33.2444813502,206.8695231136,2237.998003772,2328.028469322,3.402587817769094e-05
0,-66,-16,0.5344820886,94.7982359739,2.4282337086,31.9035961375,200.198843806,2259.0886720831,2349.501032751,2.431427206950625e-06
0,-65,8,0.8145440159,101.286685865,2.3050992515,33.6838596093,195.7358951899,2256.3885046708,2347.3935312957,1.84417527244684e-05
0,-72,-116,-1.0424146937,87.5877991288,2.3332155294,32.6449974441,220.6941014563,2247.9351103305,2305.1372906161,0.0039372912
0,-59,-3,0.3957300621,104.3615781117,2.3575404733,33.1509719417,196.705335824,2255.836292901,2340.9362805906,2.463928399468172e-06
0,-61,72,1.3493919191,74.0915993284,2.4043002536,34.4955208191,192.7715834539,2249.5619098925,2330.2305467196,0.0003742771
0,-63,15,0.5083557095,87.6821677806,2.2900014854,30.7261328927,216.9918976187,2247.9694137282,2341.7605587691,0.0050485278
0,-58,6,-1.129405532,85.0903969131,1.7872570281,30.3541582516,303.9288303598,2218.2516277878,2331.5299961149,0.0066814333
0,-64,57,0.2892416409,77.3210791452,2.2924087959,33.346716928,223.3449167876,2237.7240184541,2330.5350180236,0.0015247768
0,-66,-36,-1.3802197166,90.3983773922,2.0443630908,29.3693258132,260.631628828,2233.7397706584,2338.704910895,0.0007859144
0,-58,79,1.6576150827,78.4594533067,2.3159363461,33.9636069636,193.7152202957,2250.5460665416,2334.7859803953,0.0025220747
0,-70,171,-0.0164302891,85.2512781007,2.0738466415,31.660392015,243.3299413671,2238.5043483392,2335.1993312198,0.0001783101
0,-63,-13,0.3473492155,101.20892652,2.2231585774,32.2070936126,192.451910635,2264.2483697358,2348.4336788799,0.0004768455
0,-62,133,1.5776341801,67.5574073061,2.277541311,35.9332484733,189.6109825149,2236.4258435387,2321.0007144038,7.37996589440599e-06
0,-31,-73,10.2669638622,29.586137969,2.1998471024,28.6987753387,23.1211124002,2254.4884435935,2284.650016191,0.0071478405
0,-63,114,0.7731981058,79.1675703997,2.2174404096,32.2753307109,208.5209722126,2245.2102992808,2331.4677712213,0.0024626551
0,-65,-159,1.0645522275,88.9759736587,2.0574679842,32.7206086804,194.7381598253,2250.0659345927,2343.1927349035,1.2999243995192374e-05
0,-62,119,0.7438001566,79.6807826276,2.2635093137,32.7856581904,172.9087262394,2243.2221548065,2323.2679227175,0.0006055995
0,-63,-37,-0.6724836245,83.9436804196,2.1073737449,30.96691609,248.2692016733,2239.0825267751,2342.3352186412,5.853561790700138e-05
0,-65,154,0.8307489661,76.7294529249,2.2450886509,32.1996881844,201.3720824502,2253.6204711596,2343.192380232,0.001898999
0,-62,-37,-1.4853006435,83.4323408304,2.0786872066,29.2251415625,269.5336994961,2220.5438344144,2328.9311939154,0.0008236616
0,-72,-81,-0.4135409949,106.9437011732,2.7125574113,33.6279998773,264.532956019,2225.6308316628,2334.4111783622,1.6960821160943903e-05
0,-60,-14,-0.1600428461,99.7378443304,2.2053286422,30.9345330023,240.7753442144,2238.5832200729,2329.2608168062,0.0006553576
0,-74,-111,-1.9635800362,99.9394294992,2.4561378479,32.8171299249,209.9936299324,2258.3242107088,2303.549660236,1.4068595045299126e-06
0,-66,7,0.5973987258,96.773704096,2.3570115623,30.4775565674,221.296781315,2244.4301321671,2347.0955968602,0.0038809848
0,-63,43,0.5752726271,89.3194427146,2.3108503668,33.4664236159,177.133124574,2257.2752456132,2331.4318576219,0.0001387214
0,-62,105,0.7931451643,74.1321602688,2.3286123926,33.5240532923,201.5747696058,2246.0184868995,2328.0513157655,1.5754726884527933e-05
0,-65,15,0.9146837817,110.4918164555,2.2701126985,33.0996088748,203.2965208884,2251.9131844217,2346.247750549,3.1258800293835736e-05
0,-64,-25,-0.8384649552,96.2910302183,2.2230751451,31.4180432534,251.7396798699,2241.9180312964,2344.5189309562,0.0002812103
0,-69,-31,0.1681358595,104.6219015179,2.3519576297,32.7698921094,216.0906580279,2247.2291315267,2348.3762454966,1.6064093911034097e-06
0,-69,-44,-1.3900726102,87.6761275874,1.9370111665,28.0262335746,312.6673423943,2193.9484446866,2322.9123160213,2.6122943497
0,-69,174,0.0102518864,80.686125038,1.9835642798,30.1081552731,238.05188098,2238.7776278781,2335.0167789143,0.0008067479
0,-31,-73,10.2110157402,29.8026559469,2.2376892254,29.1901522584,22.6600780906,2255.2754744716,2285.0574113407,0.0068589491
0,-72,-20,-1.0563100602,84.4570930067,2.1676664524,31.2829553996,245.7182782764,2231.5588087563,2347.6222335617,6.543135956292654e-06
0,-58,1,-0.6375923964,83.7665842897,2.1137048279,31.8068750251,262.5631855649,2227.0624289793,2328.3475130983,0.0064235399
0,-68,-40,-0.1893680859,101.8382299196,2.3011157734,31.7500887662,224.329914772,2245.6041229285,2348.5943324503,3.548487376964141e-06
0,-63,157,0.7981350074,85.9010055906,2.3311504909,35.6515671874,194.3810547022,2244.2124770485,2330.3166784827,0.0004554722
0,-70,-168,0.8548548433,82.0850548828,2.2362369371,32.3072320158,207.8266782683,2244.7256253277,2336.9680315087,7.910115739385585e-07
0,-65,-149,1.2127482551,94.339491152,2.2761060429,32.6914781605,182.3070752245,2266.4500059254,2350.4556580045,0.013594069
0,-72,-82,-0.7046322099,88.3827818377,2.215244133,32.1213378381,221.9699356511,2254.8199075687,2307.8101213895,0.0029515329
0,-69,177,0.9502285047,91.7605354853,2.2877538663,32.9995426535,183.3028070776,2254.6421397392,2342.9574000403,1.3553120465786531e-06
0,-70,-38,-0.7190300818,95.9814792826,2.2465232875,27.5702545699,235.0830322093,2237.1249380111,2342.764708395,0.000377689
0,-63,9,0.4164426985,90.5777872908,2.2577713227,31.5268016573,222.7771242131,2252.7608409395,2337.9697191261,0.0003818626
0,-62,66,0.8467042855,72.837520591,2.3633203298,34.9649902471,193.7696096088,2243.4870468508,2314.6144372098,0.0004324089
0,-67,-73,-0.8544435469,84.860081439,1.8502052116,34.4314248564,249.8649497777,2222.3139927132,2315.1984988725,0.0055498589
0,-66,42,-0.4287819699,89.1566342949,2.2649820376,33.0813603742,223.6094367942,2239.9176411888,2335.2472375902,1.4693526514739478e-05
0,-60,-14,-0.3767672846,95.4155503375,2.044994104,32.428578907,247.3946836718,2240.6399248349,2331.6728187222,0.000964225
0,-62,-18,0.1758275963,89.7175562908,2.1325086666,32.2818846216,244.8437002282,2248.3375870811,2342.2792603376,7.530183127995787e-06
0,-67,29,0.3445458732,80.4533083148,1.9873987074,29.9460380194,238.9894999495,2255.3673009763,2337.6584556898,6.87033456157909e-06
0,-66,-149,-0.3535391468,81.6155200449,2.2660911112,31.2640358483,232.5428784341,2235.7936841867,2324.4134472328,0.0002991793
0,-63,116,0.7489703724,82.1677762233,2.2515128999,32.9138583007,157.5921529202,2250.9815006959,2331.1987059467,0.0001560214
0,-65,-19,0.4559491545,108.4166304391,2.2892559079,32.1129319313,215.4011697498,2255.7279956711,2350.8454254141,1.5668048256904125e-05
0,-57,-2,0.6609085628,85.6878791009,2.2616314466,32.5556951982,218.3029441777,2245.1840680664,2331.0316963761,0.00141924
0,-61,85,1.2054059605,82.3743309664,2.2375882952,32.5614306464,229.6561899198,2233.1921023382,2324.1235697671,2.7906148654005792e-05
0,-73,-128,-1.6057693153,86.1732583682,2.1424736915,29.7737081557,284.4485107003,2201.468870441,2304.1943335376,0.0065844029
0,-62,153,1.3636435548,76.6055264342,2.2192645602,32.877716579,208.1571837393,2240.1978038679,2328.7339542554,0.00091328
0,-66,122,-1.5445061593,81.2673249802,1.4712416727,31.0724517847,205.4081703494,2229.0585917129,2330.5982062703,0.0014278253
0,-61,17,-0.0008897071,88.8958880252,2.106596896,31.5176206435,235.5516119155,2240.1034368322,2341.4444612445,0.0002645888
0,-64,-23,0.1280430626,82.7112144707,1.81162136,26.2409057385,350.9099666117,2165.887779571,2308.6466630857,32.7645468217
0,-64,-30,-0.4406084288,95.7198216753,2.2504021314,31.6152245283,251.982404247,2250.02665649,2347.9915161703,0.0075653677
0,-64,158,1.0602678917,85.3933502608,2.2208886242,32.4017699642,195.8491194701,2233.7248747008,2334.8010744686,0.0002226793
0,-62,-51,-1.3370244173,87.894650639,2.0306437313,30.8718380393,318.5340840868,2212.9085958443,2328.9840419245,14.7690135035
0,-56,-6,0.6825130685,89.0085220576,2.3314812171,33.4385890596,220.9769786452,2235.2113020193,2326.5550228815,0.0015340038
0,-71,-25,-0.5794159734,89.8006962657,2.1025276168,28.5431855149,248.3318287414,2234.6101686904,2341.7107682079,0.0002701513
0,-64,-47,-0.4293814973,98.5112900817,2.231282786,32.1776111468,238.5411444281,2245.714601691,2348.2926776056,0.0022662717
0,-71,-76,-1.270696004,88.4815662244,2.1621119666,30.6679328961,218.3206596532,2250.1622764678,2301.3199886432,0.0047694202
0,-69,-180,0.7898461713,90.109915245,2.2909033688,33.1343810286,180.0888276089,2248.8172272558,2341.7728967456,1.0576861816471406e-06
0,-68,168,-0.1907812815,84.1770806007,2.1048773646,32.4807616135,250.1912220016,2236.2978304786,2334.3723726185,0.0049398996
0,-65,54,0.1494950486,81.0379859657,2.2247397519,31.8414317802,225.3886962936,2235.4378593439,2333.3419919829,0.000252851
0,-63,-149,0.7866940566,97.3809713251,2.3206230942,33.2408113351,186.569603429,2259.8747952381,2344.1229754789,5.104867139353835e-05
0,-65,-67,1.1259506698,87.2999223491,2.3604373172,33.7453518539,248.2306022586,2215.7425648385,2341.3532763877,1.9902051250066613e-05
0,-64,-147,0.7604639186,98.0476944503,2.041289587,30.5631231484,256.3756704003,2222.5520614987,2339.6652859185,6.743671376862778e-06
0,-62,117,1.4283807292,78.7064718575,2.2713728447,32.8299913268,198.1174478679,2238.1403924942,2330.5041580983,4.770192316377641e-05
0,-62,18,0.7352849489,105.5749819506,2.2133752305,32.2986514223,221.8896140797,2245.5065899105,2344.962569859,3.1142669616473206e-05
0,-61,110,1.4864479709,74.4006275937,2.259217373,33.0862792276,194.6939625345,2243.6210662897,2328.7330767683,3.634920033812228e-05
0,-63,15,0.880942573,105.7303848735,2.3185856698,31.6445352485,222.3634841586,2243.9343971061,2344.3906121383,4.777023842759876e-05
0,-60,3,0.3833169921,100.5307709965,2.1686007235,32.5261640364,225.7466935368,2246.9855603379,2346.8698383259,1.4137642463841335e-05
0,-65,11,0.7292790686,94.2651447026,2.2637123127,32.8079790064,210.3560578049,2251.3038868345,2345.6716437978,3.846846610504504e-05
0,-63,-41,-0.6929611256,96.4927245409,2.1296026877,31.6883509275,267.9873002744,2228.0714804064,2338.2011381909,1.367532730549524e-05
0,-63,63,1.0668548435,78.8287313269,2.485941656,31.8312806888,220.4420313301,2239.3713417899,2333.797608602,0.0040870024
0,-67,3,-0.8976922458,85.1820495859,2.1643155314,31.4438448308,256.5905932285,2234.0141137712,2334.4043305034,0.0342691312
0,-65,-43,-1.5459113685,83.1493308534,2.081343452,29.9808939983,286.673362631,2226.2583555691,2338.4939609237,0.0057373152
0,-63,-17,-0.7895549023,91.7004197142,2.1142535785,31.3826883447,249.5917099796,2240.3716408761,2338.8462427733,0.0057275632
0,-62,-6,-0.8133715082,94.6849762495,2.2047314467,31.3106387805,267.7182984554,2231.1153214665,2335.9903042635,0.0217429708
0,-56,20,0.2152947918,84.311242523,2.2163324643,31.3289742695,230.5522278557,2242.0496342425,2335.234001636,0.0001358779
0,-64,121,0.2589980398,81.260711062,2.2660191492,32.7042838057,220.0190304405,2234.2808164636,2333.3204799356,8.070395392735785e-06
0,-66,2,0.6008981916,99.7694499396,2.2384809311,32.13738453,201.9372544976,2255.948681543,2347.8351882775,6.0048483505947085e-06
0,-65,154,0.5697236975,80.7754602088,2.2440837249,32.6385162036,221.5032914358,2243.3604090437,2338.6721106979,0.0006180271
0,-65,-33,-1.625031451,88.2932471201,1.9779466887,28.6443307422,309.5325757826,2215.3157230845,2334.5506880076,0.1663562614
0,-54,21,-0.7913955025,74.7892046415,1.6547096655,24.2534610349,341.2781128082,2180.0332715747,2306.8184477507,73.6535691523
0,-66,173,1.0420461425,93.6942684732,2.224773503,32.9690683153,189.022862118,2250.9441242788,2339.8694489935,3.425368602358572e-06
0,-63,72,0.3501774866,74.5460821232,2.3885530669,34.457546262,201.5953646513,2249.4866066535,2320.8427148384,0.000190596
0,-56,13,-0.0438241859,92.2813880982,1.9973147185,32.751872854,261.1448751658,2234.4295065812,2343.0601895797,0.0002045992
0,-64,-4,-1.0333656208,84.8691184075,2.1865512767,33.1726248833,251.3054659481,2239.6535177369,2337.8506210761,0.001132078
0,-67,1,0.7945674071,92.0446062516,2.2022834963,31.7392401111,206.6501403102,2250.400114948,2350.8824490583,2.839486019198307e-05
0,-58,-2,-0.1689515733,89.7800260052,2.231206576,31.8812489325,230.5020095375,2240.0566308786,2332.7984349227,8.810543952212571e-05
0,-63,-9,0.4952412282,101.3021994159,2.2360540569,30.9468121635,200.2572816538,2261.626252001,2348.7865279914,3.3679655236732365e-05
0,-66,-68,0.4335838345,95.4180836578,2.3701528574,34.013887787,217.9170061428,2250.9200903723,2342.7645504094,0.0206101056
0,-65,36,0.6753529116,84.7831199038,2.239434676,31.7732407513,216.0761099187,2242.3485440117,2338.9433292135,5.824171190698906e-05
0,-70,-82,-1.7075288083,88.6939633521,2.2800013356,29.7049955455,293.8567458992,2207.8926800115,2308.3815408617,5.4608428457
0,-62,-42,-0.5529586676,98.2913483513,2.2265826506,31.3672336214,254.5123792221,2236.6226134316,2341.6173330453,0.0082025845
0,-61,-28,-0.4108301178,89.2608928656,1.8921075125,31.7573462037,255.0028582503,2235.6641059024,2336.0222096329,3.945850676384919e-05
0,-61,-45,-0.3189094446,100.1067901008,2.2177017071,31.8799194191,248.6993470729,2238.4711921774,2341.6120794095,8.800063461654138e-06
0,-64,54,0.6972465124,84.1675335124,2.2359879258,33.8401920478,197.7791698637,2252.1450737038,2340.3584472851,3.6254962366630377e-06
0,-67,171,0.4949838424,100.4934704674,2.2320794575,33.0387362191,188.8224865526,2253.9146695316,2340.2111305864,5.038315296760819e-05
0,-61,-52,-0.8475588385,83.7040025876,2.1180300853,31.431610885,277.139051726,2223.1750846784,2330.6688752733,0.0004631048
0,-65,-161,1.0292223594,97.431682932,2.2908388896,32.6566116072,201.5021436509,2249.8955448695,2338.5450263231,3.503501227683638e-05
0,-67,-19,0.6158986556,106.3812500872,2.2934466128,33.3697107906,197.4697952462,2264.3458410551,2351.8991116765,2.520944439779237e-06
0,-63,-155,0.6848046391,76.0420704359,2.2410260342,31.11825414,202.1915304384,2246.8549755155,2331.5589334446,5.3801878305436e-05
0,-73,-86,-1.8505100014,116.6062850878,2.8394155507,34.5686683692,238.609222427,2241.8468774828,2312.1239084665,0.0117696466
0,-60,7,-0.1067418752,93.1430143788,2.2786860232,31.6757444323,235.4731040462,2252.851163685,2336.9819050239,0.0006076677
0,-59,39,1.1077180572,76.0759153314,2.3721636815,31.8935534859,197.3535319366,2247.2816295637,2323.4091523946,9.930945057387565e-06
0,-67,5,0.0407528849,94.061264813,2.21163152,32.6454275715,219.7914670335,2246.3244118283,2343.1914035836,0.0006082278
0,-56,35,1.1780286882,89.3771760199,2.5934583256,31.0357601359,240.2687911637,2211.5876363079,2303.965073902,2.298120696905169e-05
0,-60,-2,-0.9009645695,87.1468655722,2.1220822531,30.5536145639,281.1273723335,2226.7356472941,2332.7737756028,0.0016232877
0,-71,-82,-0.1110931195,96.0057334304,2.6308080632,33.9198917738,253.7053258167,2228.88568975,2333.6966221629,5.099162276753239e-06
0,-72,-104,-0.4513168147,87.9949073092,2.1681278554,30.8166431959,201.9343528849,2255.2417331704,2314.7050523013,8.825529450459224e-08
0,-60,83,1.4871484889,81.217502183,2.3307120094,33.9061436383,186.8610238237,2250.7068405351,2331.1619850021,4.447419005787701e-06
0,-62,150,1.2220773818,72.7591141071,2.320541181,34.9472445604,193.8753277165,2246.6559683816,2326.1994087067,0.0027114287
0,-59,78,1.3984982637,84.2642914739,1.5185820382,32.1013940425,279.5488264116,2215.3771018938,2331.1739288264,0.0002086748
0,-60,17,0.1602460039,83.8567464278,2.1130661275,31.4297831161,246.5826392343,2236.9705715552,2342.9303580757,0.001858931
0,-62,-147,0.0933980481,95.3149205919,2.398268063,34.0583860787,173.4111771918,2262.1894164833,2348.8560068745,0.0001181332
0,-60,-149,-0.5683036725,86.5011906188,2.3499972655,33.3755296264,217.2467355412,2253.625668848,2328.0928629109,0.0007548875
0,-71,173,0.1403102267,84.8897781826,2.065957465,30.8057303581,237.3978514164,2243.9541655348,2338.808803183,1.849947218449656e-05
0,-68,-75,-0.9031307904,83.6055203936,2.2534999363,32.0558537332,254.7075779662,2226.8254977236,2319.1342607493,4.161593313684027e-05
0,-66,-15,0.6587666693,103.5585351977,2.2704277541,31.9120139708,211.6333495328,2263.8731603183,2350.8846499462,5.748425610359e-07
0,-63,30,0.8845241818,92.8087474189,2.3247200441,33.6760867018,205.5739368764,2250.224659896,2338.0456879841,0.0001045163
0,-58,-3,0.057434175,98.2633581993,2.1894857753,32.0556146843,238.4427452846,2240.2692737542,2335.2447432631,0.0012883146
0,-63,-162,0.4959226538,80.4470568004,2.2327491675,31.8338042268,246.0291350147,2222.2693224692,2320.5942785423,0.0001925801
0,-61,5,-0.0193400543,91.12507806,2.2468223488,32.0521151327,212.4381889024,2256.3794320506,2346.0859549133,0.009554844
0,-68,-52,-1.0118880575,82.7833147915,2.0637277257,29.5497460672,256.3067326465,2231.3642891202,2342.6981862658,5.0243125157978165e-05
0,-66,1,0.8427483077,98.8787056457,2.2939590042,33.2645603063,193.5111220194,2260.7980752964,2350.3527899635,2.5347964118603408e-06
0,-67,-32,0.2032220235,107.8819436213,2.371531736,33.2713596551,212.8873965024,2253.1470536695,2349.0645225329,6.886597903945266e-05
0,-69,178,0.7552363258,89.8597886061,2.2993335364,33.0929144717,184.642178747,2252.3337379286,2341.5231859702,4.755370721729601e-06
0,-63,90,0.3407660289,82.1269153259,2.2318534817,33.2153047724,217.2749958076,2245.5043288518,2332.5007003623,1.0459132649904618e-05
0,-69,158,-1.4260550141,79.326084137,1.5534487963,21.1315698624,337.8260040283,2157.2295622338,2283.9126767558,22.8163000843
0,-67,-12,0.1158905337,83.16352287,2.284284796,31.7542314811,219.0864370067,2248.2664276017,2345.2929193431,1.4826690771542424e-05
0,-61,0,0.443212257,99.5405616122,2.2678989273,32.4036877494,204.4915523658,2255.9817412352,2345.6387987652,0.0011729768
0,-63,-32,-1.1722501081,90.867889795,1.9979339739,29.8465696993,263.1015012808,2232.9663490703,2336.2092204412,0.0001700789
0,-62,39,1.2531084682,88.9259926927,2.3038804229,32.8789824142,170.6067778311,2264.5629052259,2337.1446959632,8.388731631678825e-06
0,-62,-48,-0.3923088179,100.0914939468,2.1917090161,32.0066039385,250.8567214298,2237.39460695,2342.8748409645,0.0075887711
0,-67,-147,0.3008426539,80.4329052831,2.0290297666,33.224061516,236.3353033086,2231.6229868738,2338.5589017266,3.346173043064672e-05
0,-64,-48,-1.4807404984,84.6590247423,2.1135093208,30.795354655,280.8626172747,2226.8832673736,2337.8544984119,0.0393414033
0,-63,144,1.1626354214,80.9876240493,2.489502627,33.9324465553,196.3863806788,2235.2542166425,2326.1904487781,2.138788524166112e-05
0,-70,-35,-0.6113274602,89.7673797119,2.1584701603,29.3730573136,256.0995627091,2231.7447880491,2344.5453723199,0.0001776744
0,-68,-33,-1.6188657698,85.3059432471,2.1802534233,30.2408696905,266.4558243529,2232.372559382,2340.4315116091,0.0308209984
0,-70,-92,0.6735322191,80.9070188575,2.3432346742,33.1969894103,257.2076769657,2209.8514902842,2327.2587031581,4.331067805440972e-05
0,-68,-8,-0.1379425585,79.6632265792,2.1615842252,30.724301635,221.1724045986,2246.4983832884,2337.0336521468,0.0545573325
0,-63,65,0.9969650125,76.0002970706,2.3628588095,33.4051656812,211.8861364342,2240.3102587901,2328.2058336542,0.0001473054
0,-64,-154,-0.9310134183,86.8292542986,2.0317375199,31.193118679,281.2639590231,2214.7395174074,2327.2953059018,0.0008178224
0,-66,-145,0.7168346667,81.9320395493,2.228229746,32.3326002571,216.5184852916,2243.1393915141,2332.9400644068,3.804440070937754e-06
0,-59,84,1.1148027447,75.4217671824,2.295055897,33.0827082675,208.6174976541,2237.7721124875,2321.7439632575,9.355824859314906e-05
0,-62,-13,-0.2199774414,92.6910700192,2.2777673467,32.8349101032,218.1286719344,2252.396549843,2340.3098564361,9.375824678806804e-05
0,-63,140,1.3310382548,78.0334242561,2.2553149185,32.9863122205,202.7637499302,2235.6592981497,2326.1033161602,1.4522535424891527e-06
0,-69,-7,-0.0268363,85.8419148882,2.1820915794,33.1593563191,247.0175771764,2233.2955196675,2342.617890526,3.3162588352499427e-06
0,-66,-29,-0.0534230624,98.0329469046,2.2387378801,32.6005485249,204.9762448851,2261.5546715627,2349.7994076701,1.0201515076554824e-05
0,-61,-7,0.4752947061,91.4458610147,2.2484009514,31.4137139927,203.5168519247,2258.4087200489,2344.9056753578,0.0018550713
0,-68,168,-1.2602438966,88.653387869,2.1675712169,32.4302337361,249.5461097423,2233.3435776977,2324.7094808582,0.0132930455
0,-67,-149,0.6000026819,88.4748966713,2.3095354333,32.3509328253,198.888141801,2253.1388829742,2334.6430425696,1.20044454613769e-05
0,-71,-102,-0.0855628495,81.5800194135,2.3551308863,32.3060151336,193.4680238746,2221.1888530946,2334.9896087145,9.108943216432685e-08
0,-62,-47,-0.6627501351,91.3703102892,2.1909363307,31.3459507898,272.6487379005,2229.1471585966,2338.7524477394,0.0012870569
0,-73,-110,-1.3922559946,84.9649916296,2.1687770994,30.020163731,260.7454009137,2223.4102906574,2297.9321797974,0.0440673251
0,-63,83,0.6089560788,79.6485038591,2.4122806375,32.0412346902,205.8162137774,2247.3630159428,2330.6476438892,0.0004167107
0,-67,-14,0.2438150096,83.5594619223,2.2056954917,30.3507223147,242.9908434632,2236.9788979957,2345.0105758968,1.4788225179984278e-05
0,-62,5,0.5102208152,101.2440807866,2.2888822034,32.5242658375,207.6517311167,2251.4148694588,2343.2002680969,8.027820436882939e-05
0,-65,119,-0.5846557592,81.4729358284,2.3087326587,33.5878157924,205.4983880941,2248.7090911859,2337.7955177781,5.337805582111061e-07
0,-72,-117,-0.7085885978,92.6660643358,2.2460367081,30.4831483224,258.6843966123,2221.0216534814,2319.5422891933,7.941218034804813e-06
0,-68,-2,0.6467948554,94.8227922901,2.2417177866,33.4721737446,202.7264138596,2240.3435650006,2346.0112915213,0.0003222166
0,-60,72,1.541949562,75.1684332375,2.4637773272,33.6529018422,192.506522522,2214.2472544573,2324.7556959091,1.311611220365909e-05
0,-63,163,1.2823244898,79.1085188223,2.0336994296,32.0611226797,199.8251595965,2247.7404738569,2336.6303196166,0.0011403208
0,-61,107,1.2292296823,74.0493626221,2.3019523206,33.491302255,196.0487587616,2247.2400557534,2327.2395406799,5.197894362564712e-06
0,-55,16,0.3597327591,88.2865423364,2.2586363088,31.8391071695,216.1451273812,2231.6435417793,2340.3084534815,0.0005660319
0,-66,1,-0.9404479568,83.5195500047,2.1824941824,30.7872526194,266.044187998,2230.7064499203,2338.0347982901,0.0246062828
0,-66,-69,1.1412346708,94.0742424353,2.263964967,39.0828395959,195.3930156669,2235.8467506162,2345.0694580661,3.135771214420078e-06
0,-65,-70,1.4052306429,80.2392829805,2.1760472173,32.9159316691,150.2911217184,2269.7012332071,2331.1350552574,0.0030177689
0,-59,-29,-0.7864107839,83.6637829014,2.030606744,30.2172231338,273.7417945848,2226.5058801698,2331.0778252241,0.0077987143
0,-65,13,0.9448985077,102.1956724797,2.3021433662,32.8828264734,218.4640950216,2255.0010208139,2347.079370454,5.031760368364714e-06
0,-61,4,0.399354856,104.255868309,2.2483192877,32.3344747377,198.0811779771,2263.7112075111,2351.3794350291,0.0026040699
